No,Time (s),Temperature (C),Gyro_x,Gyro_y,Gyro_z,Accel_x,Accel_y,Accel_z,Mag_x,Mag_y,Mag_z
336629.719,29.0,-29.29687500,-0.18310547,-0.18310547,-0.06704004,+0.13408008,-10.11346912,-0.22800000,-1.73699999,+1.60950005
336629.719,29.0,-25.63476563,-0.12207031,-0.12207031,-0.06704004,+0.13408008,-10.11346912,-0.22800000,-1.73699999,+1.60950005
336629.719,29.0,-21.97265625,-0.06103516,+0.00000000,-0.08619434,+0.08619434,-10.06558323,-0.22800000,-1.73699999,+1.60950005
336629.719,29.0,-25.63476563,+0.54931641,-0.18310547,-0.08619434,+0.08619434,-10.06558323,-0.22800000,-1.73699999,+1.60950005
336629.719,29.0,-18.31054688,+0.61035156,-0.42724609,-0.07661719,+0.11492579,-10.03685188,-0.22800000,-1.73699999,+1.60950005
336629.719,29.0,-7.32421875,+0.36621094,-0.30517578,-0.07661719,+0.11492579,-10.03685188,-0.22800000,-1.73699999,+1.60950005
336629.719,29.0,+14.64843750,+0.24414063,-0.24414063,-0.06704004,+0.14365722,-10.02727413,-0.22800000,-1.73699999,+1.60950005
336629.719,29.0,+14.64843750,+0.24414063,+0.00000000,-0.08619434,+0.15323438,-10.06558323,-0.22650000,-1.73549998,+1.62150002
336629.719,29.0,+18.31054688,+0.85449219,-0.06103516,-0.08619434,+0.15323438,-10.06558323,-0.22650000,-1.73549998,+1.62150002
336629.719,29.0,-3.66210938,+0.97656250,+0.00000000,-0.08619434,+0.12450293,-10.03685188,-0.22650000,-1.73549998,+1.62150002
336629.719,29.0,-14.64843750,+0.85449219,+0.00000000,-0.08619434,+0.12450293,-10.03685188,-0.22650000,-1.73549998,+1.62150002
336629.719,29.0,-18.31054688,+0.48828125,+0.00000000,-0.08619434,+0.12450293,-10.03685188,-0.22650000,-1.73549998,+1.62150002
336629.719,29.0,-21.97265625,+0.12207031,+0.06103516,-0.02873145,+0.14365722,-10.03685188,-0.22650000,-1.73549998,+1.62150002
