No,Time (s),Temperature (C),Gyro_x,Gyro_y,Gyro_z,Accel_x,Accel_y,Accel_z,Mag_x,Mag_y,Mag_z
49,165433.29,32.5,-0.0042610578,0.0021305289,-0.0031957934,-0.038308594,0.14365722,-10.190086,-0.2175,-1.008,1.635
50,165433.3,32.5,-0.0021305289,0.0074568512,0.0021305289,-0.038308594,0.14365722,-10.190086,-0.22050001,-1.0095,1.6335
51,165433.3,32.5,-0.0085221156,0.0085221156,0,-0.057462893,0.12450293,-10.123046,-0.22050001,-1.0095,1.6335
52,165433.3,32.5,-0.0085221156,0.0053263223,-0.0042610578,-0.057462893,0.12450293,-10.123046,-0.22050001,-1.0095,1.6335
53,165433.3,32.5,-0.0010652645,0.0010652645,0,-0.038308594,0.20112012,-10.094315,-0.22050001,-1.0095,1.6335
54,165433.3,32.5,0,0.0010652645,0.0031957934,-0.038308594,0.20112012,-10.094315,-0.22050001,-1.0095,1.6335
55,165433.3,32.5,0.0010652645,0.0031957934,0.0074568512,-0.057462893,0.18196583,-10.123046,-0.22050001,-1.0095,1.6335
56,165433.3,32.5,-0.0042610578,0.0031957934,0.0063915867,-0.076617189,0.14365722,-10.151777,-0.22050001,-1.0095,1.6335
57,165433.31,32.5,-0.0042610578,-0.0021305289,0.0042610578,-0.076617189,0.14365722,-10.151777,-0.22050001,-1.0095,1.6335
58,165433.31,32.5,-0.0085221156,-0.013848438,-0.0053263223,-0.067040041,0.16281153,-10.094315,-0.222,-1.008,1.635
59,165433.31,32.5,-0.0095873801,-0.011717909,-0.0053263223,-0.067040041,0.16281153,-10.132624,-0.222,-1.008,1.635
60,165433.31,32.5,-0.0085221156,-0.010652645,-0.0010652645,-0.067040041,0.16281153,-10.132624,-0.222,-1.008,1.635
61,165433.31,32.5,0,-0.0063915867,0.0042610578,-0.067040041,0.16281153,-10.132624,-0.222,-1.008,1.635
62,165433.31,32.5,0.0074568512,0.0010652645,0.0053263223,-0.10534863,0.13408008,-10.161355,-0.222,-1.008,1.635
63,165433.31,32.5,0.010652645,0.0095873801,0.0031957934,0.047885742,0.18196583,-10.132624,-0.222,-1.008,1.635
64,165433.31,32.5,0,0.014913702,-0.0042610578,-0.057462893,0.15323438,-10.151777,-0.222,-1.008,1.635
65,165433.31,32.5,0,0.014913702,-0.0042610578,-0.095771484,0.16281153,-10.123046,-0.222,-1.008,1.635
66,165433.32,32.5,0.0053263223,-0.0021305289,-0.0010652645,-0.067040041,0.16281153,-10.056006,-0.219,-1.0065,1.632
67,165433.32,32.5,0,-0.011717909,0.0021305289,-0.067040041,0.16281153,-10.056006,-0.219,-1.0065,1.632
68,165433.32,32.5,0,-0.011717909,0.0021305289,-0.067040041,0.12450293,-10.065583,-0.219,-1.0065,1.632
69,165433.32,32.5,-0.0053263223,-0.011717909,0.0010652645,-0.11492579,0.16281153,-10.123046,-0.219,-1.0065,1.632
70,165433.32,32.5,-0.0095873801,-0.0042610578,-0.0031957934,-0.11492579,0.16281153,-10.123046,-0.219,-1.0065,1.632
71,165433.32,32.5,-0.0085221156,-0.0010652645,-0.0053263223,-0.076617189,0.22027442,-10.123046,-0.219,-1.0065,1.632
72,165433.32,32.5,-0.0063915867,-0.0010652645,-0.0021305289,-0.028731447,0.18196583,-10.1422,-0.219,-1.0065,1.632
73,165433.32,32.5,-0.0031957934,-0.0031957934,0.0010652645,-0.047885742,0.21069726,-10.1422,-0.219,-1.0065,1.632
74,165433.32,32.5,0.0010652645,-0.0021305289,0.0021305289,-0.019154297,0.15323438,-10.07516,-0.219,-1.0065,1.632
75,165433.32,32.5,0.0031957934,-0.0010652645,0,-0.019154297,0.15323438,-10.07516,-0.219,-1.0065,1.632
76,165433.33,32.5,0.0053263223,-0.0010652645,-0.0042610578,-0.057462893,0.21069726,-10.036852,-0.219,-1.0065,1.632
77,165433.33,32.5,0.0031957934,0,-0.0010652645,-0.057462893,0.21069726,-10.036852,-0.2175,-1.0125,1.632
78,165433.33,32.5,0.0031957934,0.0010652645,-0.0021305289,-0.047885742,0.18196583,-10.046429,-0.2175,-1.0125,1.632
79,165433.33,32.5,0.0042610578,0.0021305289,-0.0042610578,-0.067040041,0.13408008,-10.084738,-0.2175,-1.0125,1.632
80,165433.33,32.5,0.0074568512,0.0021305289,-0.0063915867,-0.067040041,0.13408008,-10.084738,-0.2175,-1.0125,1.632
81,165433.33,32.5,0.0031957934,0.0095873801,-0.0031957934,0.0095771486,0.18196583,-10.094315,-0.2175,-1.0125,1.632
82,165433.33,32.5,0.0031957934,0.0095873801,-0.0031957934,0.0095771486,0.18196583,-10.094315,-0.2175,-1.0125,1.632
83,165433.33,32.5,0,0.0095873801,-0.0053263223,-0.028731447,0.086194336,-10.084738,-0.2175,-1.0125,1.632
84,165433.33,32.5,-0.0021305289,0.0085221156,-0.0053263223,-0.038308594,0.12450293,-10.094315,-0.2175,-1.0125,1.632
85,165433.33,32.5,0.0010652645,0.0053263223,-0.0010652645,-0.076617189,0.15323438,-10.123046,-0.2175,-1.0125,1.632
86,165433.34,32.5,0,0.0053263223,0.0042610578,-0.076617189,0.15323438,-10.123046,-0.2175,-1.0125,1.632
87,165433.34,32.5,0,0.0021305289,0.0042610578,-0.076617189,0.12450293,-10.094315,-0.22050001,-1.0140001,1.632
88,165433.34,32.5,-0.0010652645,-0.0021305289,0.0042610578,-0.028731447,0.14365722,-10.056006,-0.22050001,-1.0140001,1.632
89,165433.34,32.5,0.0021305289,-0.0021305289,0.0010652645,-0.028731447,0.14365722,-10.056006,-0.22050001,-1.0140001,1.632
90,165433.34,32.5,0,0,0.0010652645,-0.038308594,0.13408008,-10.07516,-0.22050001,-1.0140001,1.632
91,165433.34,32.5,-0.0010652645,0.0095873801,-0.0021305289,-0.038308594,0.17238867,-10.103891,-0.22050001,-1.0140001,1.632
92,165433.34,32.5,-0.0053263223,0.012783173,-0.0042610578,-0.038308594,0.15323438,-10.07516,-0.22050001,-1.0140001,1.632
93,165433.34,32.5,-0.0053263223,0.018109495,-0.0042610578,-0.028731447,0.15323438,-10.056006,-0.22050001,-1.0140001,1.632
94,165433.34,32.5,-0.0053263223,0.0085221156,-0.0085221156,-0.028731447,0.15323438,-10.056006,-0.22050001,-1.0140001,1.632
95,165433.34,32.5,0,0.0042610578,-0.0031957934,-0.047885742,0.14365722,-10.094315,-0.22050001,-1.0140001,1.632
96,165433.35,32.5,0.0010652645,-0.0031957934,-0.0053263223,-0.028731447,0.16281153,-10.056006,-0.22050001,-1.0140001,1.632
97,165433.35,32.5,0.0010652645,-0.0053263223,0,-0.057462893,0.20112012,-10.094315,-0.219,-1.011,1.632
98,165433.35,32.5,-0.0010652645,-0.0042610578,-0.0010652645,-0.057462893,0.20112012,-10.094315,-0.219,-1.011,1.632
99,165433.35,32.5,-0.0010652645,-0.0021305289,0,-0.057462893,0.17238867,-10.084738,-0.219,-1.011,1.632
100,165433.35,32.5,-0.0010652645,0.0021305289,0.0010652645,-0.067040041,0.20112012,-10.046429,-0.219,-1.011,1.632
101,165433.35,32.5,0.0021305289,0.0095873801,-0.0031957934,-0.076617189,0.12450293,-10.084738,-0.219,-1.011,1.632
102,165433.35,32.5,0.0010652645,0.012783173,0.0010652645,-0.028731447,0.12450293,-10.07516,-0.219,-1.011,1.632
103,165433.35,32.5,-0.0031957934,0.0085221156,0.0021305289,-0.11492579,0.19154297,-10.1422,-0.219,-1.011,1.632
104,165433.35,32.5,0,0.0042610578,-0.0010652645,-0.11492579,0.19154297,-10.1422,-0.219,-1.011,1.632
105,165433.35,32.5,0,0.0042610578,-0.0010652645,-0.086194336,0.13408008,-10.103891,-0.219,-1.011,1.632
106,165433.36,32.5,0.0074568512,-0.0021305289,-0.0021305289,-0.0095771486,0.15323438,-10.094315,-0.219,-1.011,1.632
107,165433.36,32.5,0.0063915867,-0.0074568512,0.0021305289,-0.0095771486,0.15323438,-10.094315,-0.21600001,-1.008,1.6335
108,165433.36,32.5,0.0031957934,-0.0063915867,0.0031957934,-0.10534863,0.15323438,-10.07516,-0.21600001,-1.008,1.6335
109,165433.36,32.5,-0.0010652645,-0.0063915867,0.0010652645,-0.0095771486,0.14365722,-10.123046,-0.21600001,-1.008,1.6335
110,165433.36,32.5,-0.0031957934,-0.0074568512,-0.0031957934,-0.067040041,0.18196583,-10.094315,-0.21600001,-1.008,1.6335
111,165433.36,32.5,-0.0021305289,-0.0074568512,-0.0053263223,-0.067040041,0.16281153,-10.036852,-0.21600001,-1.008,1.6335
112,165433.36,32.5,-0.0031957934,-0.0031957934,-0.0042610578,-0.067040041,0.16281153,-10.036852,-0.21600001,-1.008,1.6335
113,165433.36,32.5,0.0010652645,0.0010652645,-0.0010652645,-0.028731447,0.21069726,-10.170932,-0.21600001,-1.008,1.6335
114,165433.36,32.5,0.0042610578,0.0042610578,-0.0021305289,-0.038308594,0.12450293,-10.1422,-0.21600001,-1.008,1.6335
115,165433.36,32.5,0.0063915867,0.0074568512,-0.0010652645,-0.047885742,0.18196583,-10.084738,-0.21600001,-1.008,1.6335
116,165433.37,32.5,0.0074568512,0.0063915867,-0.0010652645,-0.047885742,0.18196583,-10.084738,-0.21600001,-1.008,1.6335
117,165433.37,32.5,0.0085221156,0.0021305289,0.0031957934,-0.057462893,0.22027442,-10.123046,-0.2175,-1.0065,1.6365
118,165433.37,32.5,0.0085221156,0.0031957934,0.0031957934,-0.067040041,0.14365722,-10.123046,-0.2175,-1.0065,1.6365
119,165433.37,32.5,0.0063915867,0.0063915867,0.0010652645,-0.057462893,0.15323438,-10.036852,-0.2175,-1.0065,1.6365
120,165433.37,32.5,0.0053263223,0.0074568512,-0.0053263223,-0.047885742,0.16281153,-10.123046,-0.2175,-1.0065,1.6365
121,165433.37,32.5,0.0042610578,0.0010652645,-0.0074568512,-0.047885742,0.16281153,-10.123046,-0.2175,-1.0065,1.6365
122,165433.37,32.5,0,-0.0053263223,-0.0053263223,-0.019154297,0.17238867,-10.132624,-0.2175,-1.0065,1.6365
123,165433.37,32.5,-0.0053263223,-0.012783173,0.0031957934,-0.095771484,0.11492579,-10.113469,-0.2175,-1.0065,1.6365
124,165433.37,32.5,-0.0010652645,-0.0085221156,-0.0031957934,-0.095771484,0.11492579,-10.113469,-0.2175,-1.0065,1.6365
125,165433.38,32.5,-0.0042610578,-0.0063915867,-0.0095873801,-0.067040041,0.14365722,-10.065583,-0.2175,-1.0065,1.6365
126,165433.38,32.5,-0.0042610578,0.0031957934,-0.0095873801,-0.076617189,0.086194336,-10.07516,-0.2175,-1.005,1.638
127,165433.38,32.5,-0.0053263223,0.0031957934,-0.0042610578,-0.028731447,0.16281153,-10.123046,-0.2175,-1.005,1.638
128,165433.38,32.5,0.0010652645,0.0021305289,0.0010652645,-0.028731447,0.16281153,-10.123046,-0.2175,-1.005,1.638
129,165433.38,32.5,-0.0010652645,-0.0010652645,0.0031957934,-0.057462893,0.19154297,-10.056006,-0.2175,-1.005,1.638
130,165433.38,32.5,-0.0010652645,-0.0021305289,0.0021305289,-0.086194336,0.13408008,-10.094315,-0.2175,-1.005,1.638
131,165433.38,32.5,-0.0074568512,-0.0010652645,-0.0010652645,-0.028731447,0.19154297,-10.036852,-0.2175,-1.005,1.638
132,165433.38,32.5,-0.0074568512,-0.0010652645,-0.0010652645,-0.028731447,0.19154297,-10.036852,-0.2175,-1.005,1.638
133,165433.38,32.5,-0.010652645,0,0.0010652645,-0.028731447,0.19154297,-10.036852,-0.2175,-1.005,1.638
134,165433.38,32.5,-0.0053263223,0.0021305289,0.0010652645,-0.047885742,0.14365722,-10.056006,-0.2175,-1.005,1.638
135,165433.39,32.5,0.0010652645,0.0010652645,0,-0.11492579,0.15323438,-10.065583,-0.2175,-1.005,1.638
136,165433.39,32.5,0.0085221156,-0.0031957934,-0.0031957934,-0.076617189,0.13408008,-10.056006,-0.2175,-1.005,1.635
137,165433.39,32.5,0.0095873801,-0.0095873801,-0.0063915867,-0.057462893,0.11492579,-10.027274,-0.2175,-1.005,1.635
138,165433.39,32.5,0.0053263223,-0.0095873801,-0.0063915867,-0.057462893,0.11492579,-10.027274,-0.2175,-1.005,1.635
139,165433.39,32.5,0.0010652645,-0.0042610578,-0.0031957934,-0.067040041,0.18196583,-10.017697,-0.2175,-1.005,1.635
140,165433.39,32.5,-0.0010652645,0.0021305289,-0.0010652645,-0.057462893,0.20112012,-10.084738,-0.2175,-1.005,1.635
141,165433.39,32.5,0.0021305289,0.0074568512,0.0042610578,-0.086194336,0.16281153,-10.084738,-0.2175,-1.005,1.635
142,165433.39,32.5,-0.0010652645,0.010652645,0.0021305289,-0.057462893,0.17238867,-10.07516,-0.2175,-1.005,1.635
143,165433.39,32.5,-0.0042610578,0.0053263223,-0.0031957934,0,0.14365722,-10.065583,-0.2175,-1.005,1.635
144,165433.39,32.5,-0.0042610578,0.0053263223,-0.0031957934,0,0.14365722,-10.065583,-0.2175,-1.005,1.635
145,165433.4,32.5,-0.0053263223,-0.0042610578,-0.0031957934,-0.10534863,0.17238867,-10.036852,-0.2175,-1.005,1.635
146,165433.4,32.5,-0.0053263223,-0.0085221156,-0.0053263223,-0.057462893,0.13408008,-10.065583,-0.2175,-1.0065,1.6335
147,165433.4,32.5,-0.0053263223,-0.0085221156,-0.0074568512,-0.057462893,0.13408008,-10.065583,-0.2175,-1.0065,1.6335
148,165433.4,32.5,-0.0031957934,-0.0063915867,-0.0063915867,-0.086194336,0.17238867,-10.07516,-0.2175,-1.0065,1.6335
149,165433.4,32.5,-0.0031957934,-0.0063915867,-0.0010652645,-0.086194336,0.15323438,-10.07516,-0.2175,-1.0065,1.6335
150,165433.4,32.5,-0.0042610578,-0.0042610578,0.0031957934,-0.076617189,0.17238867,-10.027274,-0.2175,-1.0065,1.6335
151,165433.4,32.5,-0.0074568512,0,0,-0.057462893,0.18196583,-9.9985428,-0.2175,-1.0065,1.6335
152,165433.4,32.5,-0.010652645,0.0042610578,0,-0.057462893,0.18196583,-9.9985428,-0.2175,-1.0065,1.6335
153,165433.4,32.5,-0.0095873801,0.0085221156,-0.0053263223,-0.057462893,0.18196583,-9.9985428,-0.2175,-1.0065,1.6335
154,165433.4,32.5,-0.0095873801,0.0085221156,-0.0042610578,-0.047885742,0.14365722,-10.132624,-0.2175,-1.0065,1.6335
155,165433.41,32.5,-0.0053263223,0.0031957934,-0.0031957934,-0.028731447,0.16281153,-10.065583,-0.2175,-1.0065,1.6335
156,165433.41,32.5,-0.0053263223,-0.0031957934,-0.0010652645,-0.028731447,0.16281153,-10.065583,-0.21600001,-1.0065,1.635
157,165433.41,32.5,-0.0021305289,-0.0053263223,0,-0.086194336,0.13408008,-10.084738,-0.21600001,-1.0065,1.635
158,165433.41,32.5,-0.0053263223,-0.0021305289,-0.0031957934,-0.038308594,0.16281153,-10.123046,-0.21600001,-1.0065,1.635
159,165433.41,32.5,-0.0074568512,0.0031957934,-0.0031957934,-0.095771484,0.23942871,-10.094315,-0.21600001,-1.0065,1.635
160,165433.41,32.5,-0.0074568512,0.0031957934,-0.0021305289,-0.0095771486,0.20112012,-10.123046,-0.21600001,-1.0065,1.635
161,165433.41,32.5,-0.0053263223,-0.0010652645,-0.0031957934,-0.086194336,0.13408008,-10.094315,-0.21600001,-1.0065,1.635
162,165433.41,32.5,-0.0042610578,-0.0063915867,-0.0021305289,-0.086194336,0.13408008,-10.094315,-0.21600001,-1.0065,1.635
163,165433.41,32.5,-0.0042610578,-0.0085221156,-0.0042610578,-0.095771484,0.12450293,-10.065583,-0.21600001,-1.0065,1.635
164,165433.41,32.5,0,-0.0074568512,0.0010652645,-0.095771484,0.16281153,-10.094315,-0.21600001,-1.0065,1.635
165,165433.42,32.5,0.0010652645,-0.0074568512,0.0010652645,-0.067040041,0.095771484,-10.094315,-0.21600001,-1.0065,1.635
166,165433.42,32.5,0.0053263223,0.0021305289,0.0010652645,-0.067040041,0.14365722,-10.056006,-0.219,-1.0065,1.632
167,165433.42,32.5,0.0053263223,0.0085221156,0.0010652645,-0.067040041,0.18196583,-10.113469,-0.219,-1.0065,1.632
168,165433.42,32.5,0.0031957934,0.011717909,0,-0.038308594,0.19154297,-10.113469,-0.219,-1.0065,1.632
169,165433.42,32.5,-0.0010652645,0.0042610578,0,-0.038308594,0.18196583,-10.094315,-0.219,-1.0065,1.632
170,165433.42,32.5,-0.0063915867,-0.0031957934,0,-0.067040041,0.11492579,-10.07516,-0.219,-1.0065,1.632
171,165433.42,32.5,-0.0063915867,-0.0063915867,0.0031957934,-0.057462893,0.15323438,-10.113469,-0.219,-1.0065,1.632
172,165433.42,32.5,-0.0074568512,-0.0074568512,0.0053263223,-0.057462893,0.15323438,-10.113469,-0.219,-1.0065,1.632
173,165433.42,32.5,-0.0053263223,-0.0095873801,0.0031957934,-0.038308594,0.18196583,-10.103891,-0.219,-1.0065,1.632
174,165433.42,32.5,-0.0053263223,-0.0085221156,0.0031957934,-0.076617189,0.16281153,-10.056006,-0.219,-1.0065,1.632
175,165433.43,32.5,-0.0053263223,-0.0053263223,0.0010652645,-0.047885742,0.20112012,-10.046429,-0.219,-1.0065,1.632
176,165433.43,32.5,-0.0031957934,0.0021305289,-0.0042610578,-0.047885742,0.20112012,-10.046429,-0.219,-1.0095,1.6335
177,165433.43,32.5,-0.0021305289,0.0053263223,-0.0085221156,-0.047885742,0.15323438,-10.1422,-0.219,-1.0095,1.6335
178,165433.43,32.5,-0.0042610578,0.0085221156,-0.010652645,-0.057462893,0.21069726,-10.132624,-0.219,-1.0095,1.6335
179,165433.43,32.5,-0.0021305289,0.010652645,-0.0085221156,-0.057462893,0.12450293,-10.07516,-0.219,-1.0095,1.6335
180,165433.43,32.5,0,0.0085221156,-0.0031957934,-0.0095771486,0.19154297,-10.180509,-0.219,-1.0095,1.6335
181,165433.43,32.5,-0.0021305289,0.0010652645,0,-0.057462893,0.17238867,-10.094315,-0.219,-1.0095,1.6335
182,165433.43,32.5,-0.0074568512,-0.0042610578,0.0021305289,-0.067040041,0.10534863,-10.132624,-0.219,-1.0095,1.6335
183,165433.43,32.5,-0.0074568512,-0.0042610578,0.0021305289,-0.057462893,0.16281153,-10.132624,-0.219,-1.0095,1.6335
184,165433.43,32.5,-0.0053263223,-0.0053263223,0,-0.019154297,0.095771484,-10.161355,-0.219,-1.0095,1.6335
185,165433.44,32.5,-0.0085221156,-0.0085221156,-0.0031957934,-0.067040041,0.13408008,-10.094315,-0.219,-1.0095,1.6335
186,165433.44,32.5,-0.0042610578,-0.0053263223,-0.0042610578,-0.095771484,0.20112012,-10.065583,-0.2175,-1.0095,1.632
187,165433.44,32.5,0,-0.0042610578,-0.0042610578,-0.038308594,0.18196583,-10.103891,-0.2175,-1.0095,1.632
188,165433.44,32.5,0.0063915867,-0.0010652645,-0.0010652645,-0.086194336,0.095771484,-10.1422,-0.2175,-1.0095,1.632
189,165433.44,32.5,0.0085221156,-0.0053263223,0.0021305289,-0.038308594,0.15323438,-10.094315,-0.2175,-1.0095,1.632
190,165433.44,32.5,0.0053263223,-0.0021305289,0.0031957934,-0.076617189,0.12450293,-10.084738,-0.2175,-1.0095,1.632
191,165433.44,32.5,0.0042610578,0.0031957934,0.0021305289,-0.038308594,0.20112012,-10.056006,-0.2175,-1.0095,1.632
192,165433.44,32.5,-0.0010652645,0.012783173,0.0010652645,-0.038308594,0.14365722,-10.113469,-0.2175,-1.0095,1.632
193,165433.44,32.5,0.0021305289,0.014913702,0.0021305289,-0.067040041,0.16281153,-10.103891,-0.2175,-1.0095,1.632
194,165433.44,32.5,-0.0010652645,0.0074568512,0,-0.095771484,0.17238867,-10.094315,-0.2175,-1.0095,1.632
195,165433.45,32.5,0.0021305289,0,0.0021305289,-0.038308594,0.12450293,-10.065583,-0.2175,-1.0095,1.632
196,165433.45,32.5,0.0010652645,0,0.0031957934,-0.019154297,0.13408008,-10.1422,-0.21600001,-1.0065,1.632
197,165433.45,32.5,0.0042610578,0.0021305289,0.0021305289,-0.086194336,0.17238867,-10.151777,-0.21600001,-1.0065,1.632
198,165433.45,32.5,0.0031957934,0.0074568512,0.0010652645,-0.057462893,0.12450293,-10.084738,-0.21600001,-1.0065,1.632
199,165433.45,32.5,0.0031957934,0.011717909,-0.0021305289,-0.019154297,0.12450293,-10.07516,-0.21600001,-1.0065,1.632
200,165433.45,32.5,-0.0010652645,0.01917476,0,-0.057462893,0.16281153,-10.094315,-0.21600001,-1.0065,1.632
201,165433.45,32.5,-0.0031957934,0.020240024,-0.0010652645,-0.038308594,0.11492579,-10.151777,-0.21600001,-1.0065,1.632
202,165433.45,32.5,-0.0021305289,0.014913702,0.0010652645,-0.076617189,0.13408008,-10.103891,-0.21600001,-1.0065,1.632
203,165433.45,32.5,0,0.0074568512,-0.0010652645,-0.057462893,0.20112012,-10.113469,-0.21600001,-1.0065,1.632
204,165433.45,32.5,0.0053263223,0.0010652645,0.0021305289,-0.038308594,0.14365722,-10.103891,-0.21600001,-1.0065,1.632
205,165433.46,32.5,0.0042610578,0,0,-0.028731447,0.18196583,-10.084738,-0.21600001,-1.0065,1.632
