No,Time (s),Temperature (C),Gyro_x,Gyro_y,Gyro_z,Accel_x,Accel_y,Accel_z,Mag_x,Mag_y,Mag_z
38,153365.73,30.5,0.0074568512,-0.0053263223,0.0010652645,-0.086194336,0.028731447,-10.20924,-0.38100001,-1.605,1.641
39,153365.73,30.5,0.0021305289,-0.0053263223,0.0021305289,-0.086194336,0.028731447,-10.20924,-0.38100001,-1.605,1.641
40,153365.73,30.5,-0.0085221156,-0.0095873801,-0.0021305289,-0.086194336,0.028731447,-10.20924,-0.38100001,-1.605,1.641
41,153365.73,30.5,-0.014913702,-0.0085221156,-0.0053263223,-0.086194336,0.028731447,-10.20924,-0.38100001,-1.605,1.641
42,153365.73,30.5,-0.012783173,-0.0074568512,-0.0042610578,-0.057462893,0.019154297,-10.161355,-0.3705,-1.6035,1.6515
43,153365.74,30.5,-0.0074568512,-0.0085221156,0,-0.086194336,0.028731447,-10.056006,-0.3705,-1.6035,1.6515
44,153365.74,30.5,-0.0031957934,-0.013848438,-0.0021305289,-0.095771484,-0.019154297,-10.180509,-0.3705,-1.6035,1.6515
45,153365.74,30.5,-0.0021305289,-0.011717909,-0.0042610578,-0.067040041,-0.019154297,-10.103891,-0.3705,-1.6035,1.6515
46,153365.74,30.5,-0.0021305289,-0.011717909,-0.0042610578,0.019154297,-0.047885742,-10.046429,-0.3705,-1.6035,1.6515
47,153365.74,30.5,-0.0042610578,-0.0053263223,-0.0053263223,0.019154297,-0.047885742,-10.046429,-0.3705,-1.6035,1.6515
48,153365.74,30.5,-0.0053263223,-0.0010652645,-0.0010652645,-0.086194336,0,-10.056006,-0.3705,-1.6035,1.6515
49,153365.74,30.5,-0.0085221156,-0.0021305289,0.0042610578,-0.047885742,0.086194336,-10.084738,-0.3705,-1.6035,1.6515
50,153365.74,30.5,-0.0074568512,-0.0031957934,0.0063915867,-0.047885742,0.086194336,-10.084738,-0.3705,-1.6035,1.6515
51,153365.74,30.5,-0.0085221156,-0.0010652645,-0.0021305289,-0.047885742,0.086194336,-10.084738,-0.3705,-1.6035,1.6515
52,153365.74,30.5,-0.0074568512,0.0053263223,-0.0063915867,-0.086194336,-0.0095771486,-10.103891,-0.37200001,-1.599,1.6485
53,153365.75,30.5,-0.0063915867,0.0042610578,-0.0095873801,-0.086194336,0,-10.123046,-0.37200001,-1.599,1.6485
54,153365.75,30.5,-0.0053263223,0.0010652645,-0.0042610578,-0.086194336,0.038308594,-10.07516,-0.37200001,-1.599,1.6485
55,153365.75,30.5,-0.0031957934,-0.0031957934,0,-0.057462893,0,-10.07516,-0.37200001,-1.599,1.6485
56,153365.75,30.5,-0.0063915867,-0.0074568512,0.0063915867,-0.057462893,0.047885742,-10.046429,-0.37200001,-1.599,1.6485
57,153365.75,30.5,-0.0063915867,-0.0085221156,0.0063915867,-0.038308594,0,-10.065583,-0.37200001,-1.599,1.6485
58,153365.75,30.5,-0.0074568512,-0.0074568512,0.0042610578,-0.10534863,0.019154297,-10.103891,-0.37200001,-1.599,1.6485
59,153365.75,30.5,-0.0042610578,-0.0031957934,-0.0021305289,-0.10534863,0.0095771486,-10.094315,-0.37200001,-1.599,1.6485
60,153365.75,30.5,0,-0.0010652645,-0.0031957934,-0.057462893,0.019154297,-10.094315,-0.37200001,-1.599,1.6485
61,153365.75,30.5,0.0021305289,0.0010652645,-0.0042610578,-0.067040041,0.028731447,-10.084738,-0.37349999,-1.596,1.647
62,153365.75,30.5,-0.0010652645,0.0021305289,0.0031957934,-0.076617189,0.028731447,-10.065583,-0.37349999,-1.596,1.647
63,153365.76,30.5,-0.0053263223,-0.0010652645,0.0063915867,-0.047885742,0.038308594,-10.036852,-0.37349999,-1.596,1.647
64,153365.76,30.5,-0.0085221156,-0.0074568512,0.0074568512,-0.047885742,0.028731447,-10.027274,-0.37349999,-1.596,1.647
65,153365.76,30.5,-0.0074568512,-0.010652645,0.0021305289,-0.028731447,0.067040041,-10.036852,-0.37349999,-1.596,1.647
66,153365.76,30.5,-0.0031957934,-0.0063915867,-0.0031957934,-0.086194336,0.0095771486,-10.017697,-0.37349999,-1.596,1.647
67,153365.76,30.5,0.0010652645,-0.0010652645,-0.0042610578,-0.057462893,0.076617189,-10.046429,-0.37349999,-1.596,1.647
68,153365.76,30.5,0.0074568512,0.0031957934,-0.0010652645,-0.038308594,0.028731447,-10.036852,-0.37349999,-1.596,1.647
69,153365.76,30.5,0.0095873801,0.0010652645,0,-0.086194336,0.0095771486,-10.056006,-0.37349999,-1.596,1.647
70,153365.76,30.5,0.0085221156,0.0053263223,0.0010652645,-0.076617189,0.0095771486,-10.084738,-0.37349999,-1.596,1.647
71,153365.76,30.5,0.0063915867,0.0063915867,0.0031957934,-0.038308594,0.047885742,-10.113469,-0.375,-1.602,1.6485
72,153365.76,30.5,0.0031957934,0.0031957934,0.0031957934,-0.019154297,0.047885742,-10.07516,-0.375,-1.602,1.6485
73,153365.77,30.5,-0.010652645,-0.0063915867,-0.0042610578,-0.076617189,0.047885742,-9.9793892,-0.375,-1.602,1.6485
74,153365.77,30.5,-0.017044231,-0.0021305289,-0.0074568512,-0.047885742,0.028731447,-10.027274,-0.375,-1.602,1.6485
75,153365.77,30.5,-0.017044231,-0.0021305289,-0.0074568512,-0.047885742,0.028731447,-10.027274,-0.375,-1.602,1.6485
76,153365.77,30.5,-0.014913702,-0.0063915867,-0.0063915867,-0.047885742,0.028731447,-10.027274,-0.375,-1.602,1.6485
77,153365.77,30.5,-0.0074568512,-0.0063915867,0,-0.10534863,0.0095771486,-10.046429,-0.375,-1.602,1.6485
78,153365.77,30.5,-0.0074568512,-0.0063915867,0,-0.076617189,0.067040041,-10.027274,-0.375,-1.602,1.6485
79,153365.77,30.5,-0.0042610578,-0.0021305289,0,-0.076617189,0.057462893,-9.9698114,-0.375,-1.602,1.6485
80,153365.77,30.5,0,-0.0010652645,-0.0021305289,-0.095771484,0.0095771486,-10.027274,-0.375,-1.602,1.6485
81,153365.77,30.5,0.0021305289,0.0021305289,-0.0042610578,-0.086194336,0.038308594,-10.036852,-0.375,-1.602,1.6485
82,153365.78,30.5,0.0042610578,0.0021305289,-0.0063915867,-0.028731447,0.019154297,-10.046429,-0.37799999,-1.6005,1.6485
83,153365.78,30.5,0.0042610578,0,-0.0074568512,-0.047885742,0.019154297,-10.094315,-0.37799999,-1.6005,1.6485
84,153365.78,30.5,0.0053263223,0.0021305289,-0.0053263223,-0.047885742,0.038308594,-10.056006,-0.37799999,-1.6005,1.6485
